country,client_type,average_basket,average_price,visit_number,age,gender,hobbies,customer_id
fr,frequent,1.0,6248.0,16.0,44.0,female,,3931
uk,frequent,6.0,9710.0,12.0,54.0,male,,3932
fr,occasional,2.0,2202.0,2.0,47.0,male,,3933
fr,occasional,1.0,1915.0,2.0,36.0,female,,3934
fr,frequent,1.0,6589.0,13.0,62.0,male,,3935
fr,occasional,1.0,2443.0,3.0,73.0,male,,3936
it,occasional,1.0,753.0,2.0,50.0,male,,3937
fr,vip,2.0,6922.0,23.0,28.0,male,,3938
fr,frequent,2.0,5413.0,5.0,72.0,female,,3939
uk,occasional,2.0,7395.0,3.0,49.0,male,,3940
uk,occasional,3.0,8605.0,2.0,61.0,male,,3941
fr,occasional,1.0,1855.0,2.0,41.0,male,reading,3942
uk,vip,2.0,18961.0,11.0,47.0,male,,3943
it,occasional,2.0,1216.0,2.0,52.0,male,,3944
uk,frequent,5.0,,13.0,55.0,female,,3945
fr,occasional,1.0,944.0,3.0,52.0,male,,3946
uk,occasional,3.0,8172.0,2.0,44.0,female,,3947
it,occasional,2.0,1200.0,1.0,44.0,male,,3948
fr,occasional,1.0,2399.0,2.0,55.0,female,,3949
uk,frequent,7.0,,10.0,63.0,male,,3950
fr,occasional,1.0,1749.0,1.0,58.0,female,,3951
uk,occasional,3.0,4559.0,3.0,54.0,male,,3952
fr,occasional,1.0,2769.0,3.0,52.0,male,,3953
fr,occasional,2.0,2559.0,2.0,36.0,female,,3954
fr,vip,3.0,9404.0,16.0,67.0,male,,3955
fr,occasional,1.0,2765.0,1.0,61.0,male,,3956
fr,occasional,1.0,1684.0,3.0,52.0,male,,3957
it,occasional,1.0,1664.0,2.0,63.0,male,,3958
fr,occasional,2.0,2650.0,3.0,50.0,male,,3959
fr,frequent,2.0,6731.0,11.0,62.0,female,,3960
fr,occasional,1.0,2800.0,2.0,70.0,male,,3961
fr,frequent,3.0,5723.0,5.0,63.0,male,,3962
fr,frequent,3.0,5373.0,13.0,65.0,male,,3963
uk,frequent,5.0,10025.0,11.0,55.0,female,,3964
uk,occasional,3.0,8240.0,4.0,37.0,female,,3965
uk,frequent,4.0,9184.0,11.0,50.0,male,movies,3966
fr,frequent,1.0,6062.0,11.0,56.0,female,,3967
uk,occasional,4.0,7372.0,2.0,39.0,female,,3968
fr,occasional,3.0,1511.0,1.0,60.0,male,,3969
fr,occasional,1.0,2441.0,3.0,56.0,male,,3970
fr,occasional,1.0,662.0,3.0,54.0,male,sport,3971
fr,frequent,4.0,6408.0,2.0,48.0,female,,3972
fr,frequent,3.0,5449.0,23.0,61.0,male,,3973
uk,occasional,3.0,4264.0,1.0,46.0,male,,3974
fr,occasional,2.0,1435.0,2.0,63.0,male,,3975
uk,occasional,3.0,8640.0,4.0,46.0,female,,3976
fr,occasional,1.0,2664.0,3.0,45.0,,,3977
fr,frequent,2.0,7867.0,9.0,54.0,male,,3978
uk,occasional,4.0,6837.0,3.0,32.0,female,,3979
uk,occasional,3.0,6434.0,3.0,44.0,female,,3980
fr,occasional,1.0,2073.0,1.0,60.0,female,,3981
it,occasional,2.0,1180.0,1.0,51.0,male,,3982
fr,occasional,1.0,2862.0,4.0,52.0,female,,3983
it,occasional,2.0,1773.0,1.0,63.0,male,,3984
fr,occasional,2.0,1734.0,3.0,50.0,female,,3985
fr,occasional,1.0,2621.0,3.0,43.0,male,,3986
fr,occasional,2.0,1736.0,2.0,56.0,male,,3987
fr,occasional,1.0,1297.0,3.0,62.0,female,,3988
uk,vip,6.0,-1.0,7.0,50.0,male,,3989
fr,occasional,1.0,2101.0,3.0,38.0,male,,3990
uk,occasional,4.0,4820.0,3.0,27.0,male,,3991
uk,occasional,3.0,5785.0,2.0,48.0,female,,3992
fr,occasional,1.0,2249.0,2.0,43.0,male,,3993
uk,occasional,3.0,5647.0,4.0,65.0,male,,3994
fr,occasional,1.0,1623.0,2.0,46.0,male,,3995
it,occasional,2.0,-1.0,2.0,37.0,female,,3996
uk,occasional,3.0,6473.0,2.0,47.0,male,sport,3997
fr,frequent,1.0,6138.0,8.0,51.0,male,,3998
fr,occasional,1.0,2588.0,2.0,56.0,male,,3999
fr,occasional,1.0,1643.0,3.0,77.0,male,,4000
uk,occasional,1.0,6159.0,2.0,53.0,male,,4001
fr,vip,3.0,10128.0,20.0,68.0,male,,4002
it,occasional,1.0,1265.0,3.0,40.0,,,4003
uk,occasional,5.0,8120.0,2.0,49.0,male,movies,4004
uk,vip,6.0,20824.0,10.0,52.0,male,,4005
fr,occasional,3.0,1751.0,2.0,78.0,female,,4006
fr,vip,3.0,9899.0,24.0,57.0,female,,4007
fr,occasional,1.0,1553.0,2.0,39.0,,,4008
fr,occasional,1.0,1677.0,2.0,65.0,male,,4009
uk,occasional,3.0,8027.0,1.0,66.0,male,,4010
it,occasional,1.0,1607.0,2.0,48.0,female,,4011
fr,occasional,1.0,1682.0,2.0,45.0,female,,4012
uk,frequent,6.0,8926.0,11.0,57.0,female,,4013
fr,occasional,1.0,741.0,3.0,67.0,male,,4014
fr,occasional,1.0,1973.0,1.0,51.0,male,,4015
fr,occasional,1.0,1407.0,2.0,49.0,male,,4016
uk,frequent,3.0,9183.0,6.0,63.0,female,,4017
fr,frequent,1.0,5693.0,3.0,50.0,male,,4018
fr,occasional,1.0,1946.0,2.0,46.0,female,,4019
uk,occasional,4.0,4921.0,1.0,54.0,male,,4020
uk,vip,2.0,18569.0,9.0,62.0,female,,4021
uk,occasional,3.0,5430.0,1.0,52.0,male,,4022
fr,occasional,1.0,1619.0,4.0,76.0,male,,4023
uk,occasional,5.0,3024.0,3.0,51.0,female,,4024
fr,occasional,2.0,1721.0,1.0,60.0,male,,4025
fr,frequent,2.0,4651.0,11.0,52.0,female,,4026
fr,vip,3.0,10967.0,30.0,61.0,male,,4027
uk,occasional,4.0,6921.0,1.0,61.0,male,,4028
fr,occasional,1.0,2675.0,1.0,43.0,male,,4029
fr,occasional,2.0,1742.0,1.0,54.0,male,,4030
fr,occasional,1.0,1699.0,1.0,51.0,male,,4031
it,occasional,2.0,1239.0,2.0,67.0,male,,4032
fr,occasional,1.0,1721.0,3.0,60.0,male,,4033
fr,occasional,1.0,823.0,2.0,53.0,female,,4034
uk,frequent,6.0,9151.0,11.0,55.0,,,4035
fr,vip,4.0,11717.0,21.0,56.0,female,,4036
uk,frequent,5.0,10159.0,2.0,47.0,male,movies,4037
it,occasional,1.0,1735.0,1.0,65.0,male,,4038
it,occasional,1.0,1268.0,1.0,85.0,female,,4039
fr,occasional,3.0,2528.0,1.0,45.0,female,,4040
uk,frequent,7.0,10888.0,12.0,45.0,male,,4041
fr,occasional,1.0,1985.0,1.0,80.0,female,,4042
uk,frequent,9.0,9960.0,12.0,56.0,male,movies,4043
fr,occasional,2.0,2290.0,5.0,40.0,male,,4044
fr,occasional,1.0,2456.0,1.0,52.0,male,,4045
fr,occasional,2.0,1947.0,1.0,58.0,male,,4046
fr,occasional,1.0,1559.0,2.0,61.0,female,,4047
fr,frequent,3.0,5831.0,8.0,,male,,4048
fr,occasional,1.0,2111.0,2.0,61.0,male,,4049
uk,occasional,4.0,7005.0,2.0,52.0,male,,4050
fr,frequent,3.0,5667.0,14.0,70.0,male,movies,4051
uk,frequent,7.0,11129.0,7.0,62.0,female,,4052
fr,occasional,2.0,2407.0,2.0,69.0,male,reading,4053
fr,occasional,2.0,1089.0,4.0,57.0,male,,4054
fr,frequent,1.0,5877.0,9.0,47.0,male,,4055
it,occasional,3.0,1722.0,2.0,42.0,male,,4056
uk,frequent,7.0,9868.0,11.0,55.0,male,,4057
fr,occasional,2.0,,1.0,45.0,male,,4058
fr,occasional,1.0,1673.0,1.0,52.0,male,,4059
uk,occasional,3.0,3449.0,2.0,50.0,male,,4060
uk,occasional,1.0,4911.0,2.0,57.0,male,movies,4061
fr,occasional,1.0,2040.0,2.0,35.0,female,,4062
fr,occasional,1.0,1996.0,4.0,51.0,male,reading,4063
fr,occasional,1.0,2216.0,2.0,44.0,,,4064
uk,vip,1.0,18691.0,12.0,72.0,male,,4065
uk,occasional,2.0,6839.0,2.0,,male,,4066
fr,occasional,2.0,2130.0,3.0,49.0,male,,4067
fr,frequent,1.0,6382.0,17.0,57.0,male,,4068
fr,occasional,1.0,1318.0,3.0,49.0,female,,4069
uk,occasional,2.0,10408.0,4.0,59.0,male,,4070
fr,occasional,1.0,2181.0,3.0,52.0,female,,4071
fr,occasional,1.0,2099.0,2.0,,male,,4072
fr,occasional,1.0,1101.0,1.0,31.0,male,,4073
fr,occasional,1.0,2011.0,1.0,72.0,female,,4074
uk,occasional,3.0,6664.0,4.0,72.0,male,,4075
fr,occasional,1.0,-1.0,1.0,53.0,female,,4076
fr,frequent,2.0,5569.0,10.0,68.0,female,,4077
fr,occasional,1.0,3152.0,2.0,40.0,male,,4078
fr,occasional,1.0,2507.0,5.0,50.0,male,,4079
fr,frequent,2.0,6315.0,18.0,54.0,female,sport,4080
fr,occasional,1.0,2705.0,2.0,40.0,male,,4081
fr,occasional,1.0,2687.0,2.0,79.0,male,,4082
fr,frequent,2.0,7431.0,18.0,61.0,male,,4083
fr,occasional,1.0,1945.0,2.0,53.0,male,sport,4084
fr,occasional,1.0,2936.0,1.0,56.0,male,,4085
fr,occasional,1.0,2783.0,4.0,79.0,female,,4086
uk,occasional,3.0,8285.0,1.0,50.0,male,reading,4087
fr,frequent,1.0,6166.0,9.0,53.0,female,,4088
fr,frequent,1.0,6319.0,10.0,56.0,male,,4089
fr,occasional,1.0,2250.0,3.0,62.0,male,,4090
fr,occasional,1.0,2135.0,1.0,66.0,male,,4091
uk,occasional,3.0,9163.0,1.0,62.0,female,,4092
fr,occasional,1.0,2522.0,2.0,67.0,male,,4093
fr,frequent,3.0,,8.0,56.0,female,,4094
fr,frequent,3.0,6774.0,12.0,47.0,female,,4095
uk,occasional,4.0,5667.0,3.0,66.0,male,,4096
uk,occasional,3.0,5642.0,3.0,,female,,4097
uk,frequent,4.0,9884.0,5.0,55.0,male,,4098
uk,occasional,3.0,-1.0,1.0,54.0,female,,4099
uk,occasional,2.0,7886.0,1.0,53.0,male,,4100
fr,occasional,1.0,1948.0,2.0,77.0,female,,4101
fr,frequent,3.0,6396.0,12.0,60.0,male,,4102
fr,occasional,1.0,2618.0,3.0,62.0,female,,4103
fr,occasional,2.0,1695.0,1.0,72.0,male,,4104
it,occasional,1.0,1706.0,2.0,60.0,male,,4105
fr,frequent,1.0,7011.0,10.0,60.0,male,,4106
uk,occasional,4.0,7605.0,1.0,45.0,female,,4107
fr,occasional,3.0,,2.0,39.0,male,,4108
it,occasional,1.0,1622.0,3.0,53.0,male,,4109
fr,frequent,3.0,5932.0,14.0,60.0,female,,4110
fr,occasional,1.0,2582.0,1.0,79.0,female,,4111
fr,occasional,2.0,,2.0,54.0,male,,4112
uk,occasional,3.0,5125.0,2.0,56.0,male,,4113
fr,frequent,2.0,4531.0,11.0,44.0,male,,4114
uk,occasional,3.0,7247.0,3.0,69.0,female,,4115
it,occasional,1.0,1173.0,3.0,60.0,male,,4116
uk,frequent,6.0,9659.0,14.0,50.0,male,,4117
fr,occasional,1.0,1118.0,1.0,48.0,male,,4118
fr,occasional,1.0,2625.0,2.0,51.0,male,,4119
fr,occasional,2.0,2172.0,1.0,66.0,male,,4120
uk,occasional,5.0,7015.0,3.0,33.0,male,,4121
fr,occasional,1.0,1830.0,3.0,57.0,male,,4122
fr,occasional,2.0,1650.0,2.0,54.0,male,,4123
fr,occasional,1.0,2489.0,2.0,70.0,female,,4124
it,occasional,1.0,2413.0,1.0,36.0,male,,4125
fr,occasional,1.0,1669.0,1.0,38.0,male,,4126
fr,occasional,1.0,961.0,1.0,52.0,male,,4127
uk,occasional,2.0,8019.0,2.0,60.0,male,,4128
fr,occasional,2.0,1804.0,1.0,41.0,male,,4129
fr,occasional,2.0,2048.0,1.0,71.0,male,,4130
it,occasional,1.0,1346.0,1.0,56.0,male,,4131
fr,vip,2.0,10404.0,23.0,56.0,female,,4132
fr,frequent,1.0,6386.0,1.0,64.0,male,,4133
fr,occasional,2.0,1260.0,3.0,76.0,male,,4134
uk,frequent,6.0,11122.0,10.0,46.0,male,,4135
uk,vip,2.0,19134.0,11.0,50.0,male,,4136
uk,occasional,3.0,5344.0,3.0,55.0,male,,4137
fr,frequent,2.0,5659.0,10.0,53.0,male,,4138
fr,occasional,1.0,2221.0,3.0,61.0,male,,4139
fr,vip,3.0,10092.0,17.0,59.0,male,,4140
fr,occasional,1.0,2782.0,2.0,51.0,male,,4141
fr,occasional,1.0,2668.0,3.0,,female,,4142
fr,frequent,1.0,5845.0,5.0,64.0,female,,4143
fr,occasional,1.0,2541.0,2.0,47.0,male,,4144
uk,occasional,4.0,6143.0,2.0,50.0,male,,4145
fr,frequent,3.0,4584.0,1.0,66.0,female,,4146
it,occasional,1.0,1303.0,1.0,64.0,female,,4147
uk,frequent,7.0,11448.0,8.0,42.0,male,,4148
uk,occasional,3.0,8242.0,3.0,51.0,male,,4149
it,occasional,2.0,1298.0,2.0,,male,sport,4150
uk,occasional,3.0,7116.0,1.0,60.0,male,,4151
fr,occasional,1.0,2474.0,2.0,57.0,male,,4152
fr,occasional,2.0,2354.0,2.0,43.0,female,,4153
fr,occasional,1.0,2022.0,2.0,54.0,male,,4154
uk,frequent,7.0,10905.0,12.0,43.0,male,,4155
fr,occasional,1.0,1484.0,1.0,43.0,female,,4156
uk,frequent,5.0,10325.0,3.0,51.0,male,,4157
fr,occasional,1.0,,2.0,68.0,male,,4158
fr,vip,1.0,,20.0,67.0,male,,4159
uk,frequent,5.0,7274.0,15.0,63.0,male,sport,4160
fr,occasional,2.0,1700.0,3.0,62.0,female,,4161
uk,frequent,7.0,10233.0,8.0,73.0,female,,4162
fr,occasional,1.0,1569.0,1.0,63.0,male,,4163
uk,occasional,4.0,7095.0,2.0,44.0,female,,4164
fr,frequent,2.0,5404.0,1.0,65.0,male,,4165
uk,frequent,8.0,10194.0,9.0,62.0,male,,4166
uk,frequent,4.0,9045.0,10.0,62.0,female,,4167
uk,occasional,3.0,8678.0,3.0,77.0,female,,4168
fr,occasional,1.0,2255.0,2.0,72.0,male,,4169
it,frequent,6.0,5052.0,8.0,56.0,male,,4170
it,occasional,3.0,1542.0,2.0,29.0,female,,4171
fr,occasional,1.0,1838.0,1.0,31.0,male,,4172
fr,occasional,2.0,2722.0,2.0,37.0,male,,4173
fr,frequent,2.0,,11.0,55.0,male,,4174
fr,occasional,1.0,2352.0,1.0,63.0,male,,4175
fr,occasional,1.0,-1.0,1.0,62.0,male,,4176
it,occasional,1.0,,3.0,36.0,male,,4177
uk,frequent,7.0,8945.0,12.0,42.0,female,,4178
fr,occasional,1.0,1256.0,2.0,47.0,female,,4179
fr,occasional,1.0,2163.0,2.0,62.0,male,,4180
uk,occasional,3.0,5134.0,1.0,69.0,female,,4181
fr,occasional,2.0,2269.0,1.0,65.0,female,,4182
uk,frequent,7.0,9207.0,11.0,54.0,female,,4183
it,occasional,2.0,1471.0,2.0,43.0,female,,4184
it,vip,1.0,9374.0,7.0,43.0,male,,4185
fr,occasional,2.0,1848.0,3.0,54.0,male,,4186
fr,occasional,1.0,2200.0,3.0,34.0,male,,4187
uk,occasional,1.0,8647.0,3.0,53.0,female,,4188
fr,vip,4.0,,26.0,43.0,female,,4189
uk,vip,3.0,19073.0,12.0,40.0,female,,4190
fr,frequent,3.0,5181.0,19.0,34.0,male,,4191
fr,frequent,4.0,5494.0,13.0,68.0,male,,4192
uk,frequent,5.0,10325.0,8.0,63.0,female,,4193
fr,occasional,1.0,2245.0,2.0,79.0,female,,4194
fr,occasional,1.0,2785.0,3.0,60.0,male,,4195
fr,occasional,1.0,2751.0,4.0,55.0,female,,4196
uk,occasional,3.0,3224.0,1.0,53.0,female,,4197
it,occasional,2.0,617.0,1.0,50.0,male,,4198
uk,occasional,3.0,6106.0,1.0,42.0,male,,4199
fr,occasional,1.0,,2.0,62.0,female,,4200
fr,frequent,1.0,5908.0,9.0,61.0,male,,4201
fr,occasional,3.0,1410.0,1.0,65.0,male,,4202
fr,occasional,1.0,1950.0,1.0,52.0,male,,4203
fr,frequent,2.0,6309.0,6.0,60.0,female,movies,4204
fr,frequent,2.0,4882.0,12.0,47.0,male,,4205
fr,frequent,3.0,5415.0,11.0,56.0,male,,4206
fr,occasional,2.0,1770.0,1.0,40.0,male,,4207
uk,frequent,3.0,11006.0,7.0,45.0,male,,4208
uk,vip,6.0,,5.0,39.0,female,,4209
fr,occasional,1.0,1482.0,3.0,66.0,female,,4210
fr,occasional,1.0,1883.0,2.0,65.0,female,movies,4211
fr,occasional,2.0,,1.0,61.0,male,,4212
uk,frequent,8.0,10004.0,10.0,42.0,female,sport,4213
uk,occasional,2.0,6736.0,1.0,60.0,male,movies,4214
uk,frequent,5.0,10040.0,10.0,59.0,male,,4215
it,occasional,1.0,1296.0,3.0,52.0,male,,4216
fr,occasional,1.0,2433.0,2.0,73.0,male,,4217
uk,occasional,2.0,6924.0,3.0,53.0,male,,4218
uk,frequent,6.0,,16.0,58.0,female,,4219
fr,occasional,1.0,2133.0,3.0,67.0,male,,4220
uk,occasional,1.0,6168.0,1.0,56.0,male,,4221
fr,occasional,1.0,2564.0,2.0,54.0,female,,4222
fr,occasional,1.0,1381.0,1.0,46.0,male,,4223
it,occasional,1.0,2234.0,2.0,61.0,male,,4224
fr,occasional,1.0,1610.0,1.0,32.0,male,,4225
fr,occasional,1.0,2685.0,2.0,54.0,male,,4226
fr,occasional,2.0,613.0,2.0,26.0,male,,4227
it,occasional,2.0,1278.0,3.0,37.0,male,,4228
fr,occasional,3.0,1356.0,2.0,62.0,male,,4229
fr,occasional,2.0,2215.0,2.0,74.0,female,,4230
uk,frequent,5.0,9928.0,7.0,54.0,female,,4231
it,occasional,1.0,1306.0,1.0,65.0,male,,4232
fr,frequent,2.0,6595.0,14.0,63.0,male,,4233
fr,occasional,1.0,972.0,1.0,63.0,male,,4234
fr,occasional,1.0,3256.0,1.0,41.0,male,,4235
fr,occasional,1.0,,4.0,51.0,male,,4236
it,occasional,2.0,774.0,3.0,64.0,female,,4237
fr,occasional,1.0,1821.0,3.0,,female,,4238
fr,occasional,1.0,2912.0,2.0,60.0,,,4239
fr,frequent,1.0,5995.0,15.0,49.0,female,,4240
fr,frequent,3.0,5650.0,9.0,65.0,male,,4241
uk,occasional,3.0,6047.0,3.0,45.0,female,,4242
it,occasional,1.0,918.0,2.0,39.0,male,,4243
fr,occasional,1.0,807.0,2.0,59.0,male,,4244
fr,occasional,2.0,2434.0,2.0,51.0,male,,4245
uk,occasional,4.0,5766.0,3.0,33.0,male,reading,4246
fr,occasional,1.0,930.0,2.0,60.0,male,,4247
fr,occasional,2.0,2352.0,3.0,57.0,male,reading,4248
fr,frequent,3.0,4867.0,5.0,50.0,male,,4249
it,occasional,2.0,1631.0,3.0,47.0,male,,4250
fr,frequent,2.0,6162.0,8.0,44.0,female,,4251
uk,frequent,6.0,-1.0,10.0,49.0,male,,4252
uk,occasional,2.0,4543.0,1.0,60.0,male,,4253
fr,occasional,1.0,1032.0,3.0,40.0,male,,4254
fr,frequent,3.0,5534.0,6.0,44.0,male,,4255
uk,occasional,4.0,5913.0,3.0,46.0,male,,4256
fr,occasional,3.0,1279.0,2.0,39.0,female,,4257
uk,occasional,5.0,4180.0,2.0,45.0,male,,4258
uk,occasional,1.0,7328.0,3.0,72.0,male,sport,4259
fr,frequent,1.0,6454.0,15.0,41.0,male,,4260
uk,frequent,4.0,10161.0,17.0,57.0,male,,4261
uk,occasional,3.0,7089.0,2.0,39.0,female,,4262
fr,occasional,2.0,3396.0,2.0,63.0,male,,4263
uk,frequent,3.0,10975.0,2.0,38.0,male,,4264
fr,frequent,3.0,5976.0,7.0,51.0,male,,4265
fr,occasional,3.0,912.0,2.0,49.0,male,,4266
fr,frequent,1.0,6384.0,14.0,57.0,female,movies,4267
uk,occasional,4.0,7156.0,2.0,46.0,female,,4268
fr,occasional,1.0,2205.0,1.0,42.0,male,,4269
it,occasional,1.0,-1.0,2.0,66.0,male,,4270
fr,occasional,2.0,3391.0,2.0,60.0,male,,4271
it,occasional,1.0,,2.0,66.0,female,,4272
fr,occasional,2.0,1792.0,1.0,67.0,male,movies,4273
uk,occasional,2.0,5175.0,1.0,46.0,male,,4274
fr,occasional,2.0,2305.0,3.0,56.0,male,,4275
uk,occasional,2.0,6983.0,3.0,51.0,male,,4276
uk,frequent,5.0,9455.0,11.0,56.0,male,theaters,4277
uk,occasional,2.0,6692.0,4.0,45.0,female,,4278
it,occasional,1.0,,3.0,55.0,male,,4279
fr,occasional,2.0,1780.0,4.0,64.0,male,,4280
fr,occasional,1.0,,2.0,50.0,male,,4281
fr,occasional,2.0,2536.0,2.0,47.0,male,,4282
fr,occasional,2.0,2032.0,1.0,67.0,male,,4283
fr,occasional,1.0,-1.0,2.0,52.0,female,,4284
fr,occasional,1.0,1832.0,1.0,53.0,female,,4285
it,occasional,2.0,1456.0,1.0,47.0,male,,4286
fr,occasional,1.0,1123.0,3.0,46.0,female,,4287
fr,occasional,2.0,2688.0,2.0,78.0,male,,4288
fr,occasional,1.0,1862.0,2.0,56.0,male,,4289
fr,occasional,1.0,3027.0,3.0,59.0,female,,4290
fr,occasional,1.0,2736.0,2.0,65.0,male,,4291
fr,occasional,1.0,2403.0,2.0,49.0,female,,4292
fr,occasional,1.0,2927.0,3.0,61.0,male,,4293
fr,occasional,1.0,1608.0,3.0,38.0,male,,4294
fr,occasional,1.0,927.0,1.0,60.0,female,,4295
uk,occasional,4.0,7993.0,2.0,49.0,female,,4296
uk,occasional,3.0,8810.0,2.0,64.0,male,,4297
fr,occasional,1.0,2551.0,2.0,54.0,male,,4298
uk,frequent,5.0,11458.0,11.0,48.0,male,,4299
fr,occasional,1.0,1925.0,1.0,58.0,male,,4300
fr,occasional,2.0,2103.0,3.0,56.0,female,,4301
fr,occasional,1.0,1342.0,2.0,60.0,male,,4302
uk,frequent,5.0,11316.0,10.0,37.0,male,,4303
fr,occasional,2.0,2294.0,2.0,56.0,male,,4304
fr,frequent,2.0,4875.0,4.0,56.0,male,,4305
uk,frequent,4.0,9220.0,18.0,55.0,male,reading,4306
uk,occasional,2.0,7458.0,2.0,27.0,male,,4307
fr,occasional,2.0,2957.0,3.0,47.0,female,,4308
fr,occasional,1.0,,1.0,59.0,male,,4309
uk,occasional,4.0,9062.0,2.0,52.0,male,movies,4310
fr,occasional,1.0,1916.0,4.0,63.0,male,,4311
it,vip,6.0,4271.0,7.0,67.0,male,,4312
fr,frequent,3.0,6627.0,7.0,66.0,male,,4313
uk,occasional,5.0,8031.0,1.0,38.0,female,movies,4314
fr,vip,3.0,8456.0,20.0,54.0,male,,4315
fr,occasional,3.0,1824.0,2.0,43.0,female,,4316
uk,frequent,7.0,9609.0,11.0,65.0,male,,4317
fr,frequent,1.0,6226.0,8.0,52.0,male,,4318
uk,frequent,7.0,9680.0,8.0,59.0,female,,4319
fr,frequent,3.0,5510.0,13.0,57.0,male,,4320
uk,occasional,3.0,4403.0,2.0,70.0,male,,4321
fr,occasional,3.0,1356.0,1.0,47.0,male,,4322
uk,occasional,5.0,7579.0,1.0,62.0,female,,4323
fr,frequent,2.0,7089.0,16.0,44.0,male,,4324
uk,frequent,5.0,10983.0,13.0,45.0,female,,4325
uk,vip,4.0,18263.0,9.0,50.0,female,,4326
fr,frequent,3.0,,12.0,54.0,male,,4327
it,occasional,1.0,,2.0,50.0,male,,4328
fr,vip,3.0,8482.0,28.0,67.0,male,,4329
uk,occasional,3.0,4378.0,3.0,62.0,male,,4330
fr,frequent,1.0,7186.0,7.0,52.0,female,,4331
uk,occasional,1.0,6225.0,1.0,60.0,male,,4332
uk,frequent,5.0,8740.0,5.0,48.0,male,,4333
fr,occasional,1.0,2896.0,3.0,46.0,male,,4334
fr,occasional,2.0,1546.0,1.0,48.0,male,,4335
uk,frequent,2.0,11014.0,10.0,50.0,female,,4336
it,occasional,2.0,-1.0,2.0,49.0,male,,4337
fr,frequent,2.0,6673.0,13.0,52.0,male,,4338
uk,occasional,4.0,8029.0,2.0,62.0,male,,4339
uk,occasional,4.0,6174.0,3.0,53.0,male,,4340
it,occasional,1.0,1639.0,1.0,,male,theaters,4341
it,frequent,1.0,3693.0,5.0,32.0,male,,4342
it,occasional,1.0,1283.0,2.0,60.0,male,,4343
uk,frequent,7.0,,7.0,50.0,female,,4344
fr,occasional,1.0,2589.0,3.0,52.0,male,,4345
uk,frequent,2.0,8981.0,11.0,49.0,female,,4346
fr,occasional,3.0,2600.0,1.0,46.0,male,,4347
uk,occasional,3.0,8272.0,2.0,44.0,female,,4348
fr,occasional,2.0,2332.0,3.0,64.0,male,,4349
uk,occasional,1.0,,2.0,56.0,male,,4350
uk,occasional,4.0,8220.0,2.0,37.0,female,,4351
fr,occasional,2.0,2352.0,2.0,57.0,male,,4352
uk,frequent,8.0,9664.0,7.0,46.0,male,,4353
fr,occasional,3.0,2418.0,2.0,61.0,male,movies,4354
uk,frequent,5.0,9262.0,8.0,52.0,female,,4355
uk,occasional,3.0,9593.0,2.0,64.0,female,,4356
uk,frequent,3.0,11187.0,10.0,54.0,male,,4357
fr,frequent,2.0,5062.0,16.0,42.0,female,,4358
uk,frequent,7.0,10012.0,13.0,45.0,male,,4359
fr,occasional,2.0,2048.0,1.0,47.0,female,,4360
uk,frequent,5.0,8630.0,4.0,55.0,male,,4361
fr,vip,2.0,10584.0,28.0,62.0,male,movies,4362
fr,frequent,3.0,7660.0,2.0,68.0,male,,4363
uk,frequent,9.0,10092.0,10.0,51.0,male,,4364
fr,occasional,2.0,1628.0,2.0,48.0,male,,4365
fr,occasional,2.0,,2.0,49.0,male,,4366
fr,frequent,1.0,4898.0,12.0,57.0,male,,4367
uk,vip,6.0,20763.0,14.0,58.0,female,,4368
fr,occasional,1.0,1802.0,1.0,57.0,male,,4369
uk,frequent,4.0,9466.0,10.0,44.0,female,,4370
fr,occasional,1.0,2177.0,2.0,72.0,female,,4371
fr,occasional,1.0,2016.0,3.0,48.0,male,,4372
uk,occasional,3.0,6533.0,1.0,56.0,male,reading,4373
fr,occasional,1.0,984.0,2.0,73.0,male,,4374
uk,occasional,3.0,9433.0,1.0,52.0,male,,4375
fr,occasional,1.0,2897.0,4.0,37.0,female,reading,4376
fr,frequent,4.0,5030.0,4.0,63.0,male,,4377
fr,occasional,2.0,1544.0,2.0,53.0,male,,4378
it,occasional,2.0,1211.0,1.0,46.0,male,,4379
fr,vip,4.0,10508.0,21.0,67.0,female,,4380
fr,occasional,1.0,1853.0,4.0,46.0,male,,4381
uk,occasional,3.0,6133.0,3.0,62.0,male,,4382
uk,occasional,4.0,8242.0,2.0,49.0,female,,4383
fr,occasional,1.0,3112.0,2.0,41.0,male,,4384
fr,occasional,2.0,2976.0,1.0,57.0,female,,4385
fr,frequent,3.0,6393.0,6.0,66.0,male,,4386
fr,occasional,1.0,1979.0,2.0,76.0,male,,4387
fr,frequent,1.0,7369.0,8.0,64.0,male,,4388
fr,occasional,1.0,953.0,3.0,65.0,male,,4389
fr,frequent,2.0,6033.0,12.0,64.0,male,,4390
fr,frequent,1.0,6674.0,14.0,55.0,female,,4391
uk,frequent,4.0,11093.0,11.0,58.0,male,,4392
fr,occasional,1.0,1594.0,1.0,76.0,male,,4393
fr,frequent,3.0,5249.0,7.0,57.0,female,,4394
it,occasional,3.0,1626.0,2.0,39.0,female,,4395
uk,occasional,2.0,6100.0,1.0,40.0,male,,4396
fr,occasional,1.0,1793.0,1.0,56.0,male,theaters,4397
uk,vip,5.0,19161.0,8.0,43.0,male,,4398
uk,frequent,4.0,12186.0,8.0,66.0,male,,4399
fr,occasional,1.0,2043.0,3.0,49.0,female,,4400
